id,# Pages / Video Length:,Abstract:,Author:,NSGL Document #:,Program Report #:,Project #:,Publication Type:,Publication Year :,Sea Grant Program/Affiliate:,Title:,Notes:,URL:,Source Citation:,Editor :,DOI #:,Publisher:,Grant/Contract #:
/Users/thalassa/github/nsgl/itemRecords-or-csv/5959122_357_2813371.csv,2,"Oregon's clams (gaper, cockle, littleneck, butter, razor, and softshell) are, for many people, the basis of a favorite meal. This fold-out brochure uses text and photos to describe the various species and how to collect them, including harvesting techniques, regulations, and cleaning procedures.","Jacobson, R. W.;Heikkila, P.;Hilderbrand, K. S.",ORESU-G-04-004,ORESU-G-04-004,A/ESG-05,"advisory/extens​ion reports; fact sheets, posters",2004,Oregon Sea Grant,Oregon's Captivating Clams (revised),NA,NA,NA,NA,NA,OSU Sea Grant,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5959146_59_2813073.csv,28,"This catalogue lists research, outreach, and educational publications of all media funded by Oregon Sea Grant. Entries are arranged by subject, with the most recent items listed first.",Oregon Sea Grant,ORESU-L-04-001,ORESU-L-04-001,M/A-20,directories/bib​liographies/ind​exes,2004,Oregon Sea Grant,Oregon Sea Grant Publications and Multimedia 2004,NA,NA,NA,NA,NA,OSU Sea Grant College Program,NOAA Sea Grant No. NA16RG1039
/Users/thalassa/github/nsgl/itemRecords-or-csv/5959433_3946_2816960.csv,16,"This paper presents case studies of selected fisheries in the Northern California Current Ecosystem, a transition environment highly sensitive to environmental forcing on multiple time scales. The fisheries discussed include Oregon coastal coho salmon, canary rockfish, Pacific hake, Pacific sardine, Dungeness crab, and pandalid shrimp. The hope is that a critical examination of the relationships between these stocks and their environment, and the management approaches that evolved around these relationships, will give insight as to how to facilitate the response of these populations to the future impacts of both fisheries and global change. The fisheries examined here respond in different ways to highly similar environmental forcing, suggesting that successful management requires the protection of each stock's strategy for coping with environmental change.","Field, John C.;Francis, Robert C.",WASHU-R-01-022,WSG-WO 04-02,R/F-135,reprints (not peer-reviewed),2001,Washington Sea Grant,Cooperating with the environment: case studies of climate and fisheries in the Northern California current,NA,NA,"American Fisheries Society Symposium 32:245-260, 2002; ""Fisheries in a Changing Climate,"" proceedings of the Sea Grant symposium, Phoenix, Arizona, August 20-21, 2001.",NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/5960514_99_2813113.csv,33,"A listing of programs, projects, and accomplishments of the Oregon Sea Grant College Program for 2004-2006.","Baur, John",ORESU-Q-04-001,ORESU-Q-04-001,M/A-20,"program reports (annual, progress, planning reports, etc)",2004,Oregon Sea Grant,Oregon Sea Grant Program Guide 2004-2006,NA,NA,NA,"Ridlington, Sandy",NA,Oregon State University Sea Grant College Program,NOAA Sea Grant No. NA16RG1039
/Users/thalassa/github/nsgl/itemRecords-or-csv/5965282_2236_2815250.csv,15,"As other authors have done, these researchers used fishery landings data to compute the long-term average contribution of 1+ juvenile crab populations reared in estuaries to future coastal fisheries in Oregon and Washington. They grouped landings of Dungeness crab ""Cancer magister"" in two large geographic zones by combining fishery ports as adjacent to Large Estuarine Zones (LEZ; Grays Harbor and Willapa Bay, and both sides of the Columbia River) and Small Estuarine Zones (SEZ; all other ports in Oregon). Mortality estimates were used to reduce 1+ crab abundance to surviving legal males, and portrayed as percent of the fisheries. Trends in the SEZ indicate that an average of only about 5-7 percent of estuarine production adds to coastal adult population. The contribution is 25-30 percent in the LEZ (or higher). The data indicate that estuarine juvenile production provides a relatively stable source of recruits to coastal adult populations, and large systems in the LEZ are important nurseries. Since direct coastal settlement of larvae does occur but is highly variable, the estuarine contribution may be especially important when physical forcing or unusual events lead to low survival of the coastal 0+ cohort.","Armstrong, David A.;Rooper, Chris;Gunderson, Donald",WASHU-R-03-010,WSG-TA 04-16,R/F-68,reprints (peer-reviewed),2003,Washington Sea Grant,"Estuarine production of juvenile Dungeness crab (""Cancer magister"") and contribution to the Oregon- Washington coastal fishery",NA,NA,"""Estuaries,"" 26(4B):1174-​1188, August 2003.",NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/5967890_533_2813547.csv,1,"This poster (8.5 x 11"") for Oregon coastal communities and beaches reminds the public that it is illegal to disturb seal pups.",Oregon Sea Grant,ORESU-G-04-005,ORESU-G-04-005,M/A-20,"advisory/extens​ion reports; fact sheets, posters",2004,Oregon Sea Grant,Seal Pups Rest on Shore (revised poster),NA,NA,NA,NA,NA,NA,NOAA Sea Grant No. NA16RG1039
/Users/thalassa/github/nsgl/itemRecords-or-csv/5967911_962_2813976.csv,4,"This fact sheet reviews what is currently known about global warming, its causes and effects, and predicted impacts on the Pacific Northwest.","Osis, Vicki",ORESU-G-04-006,ORESU-G-04-006,A/ESG-05,"advisory/extens​ion reports; fact sheets, posters",2004,Oregon Sea Grant,"Changing climates, changing earth: global climate change",NA,NA,NA,NA,NA,OSU Sea Grant,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5967931_179_2813193.csv,2,"Oregon Sea Grant has produced a colored fact sheet on crabs in Oregon and Washington. It provides photographs and descriptions of eleven common crabs of the region and two invasive species, the European green crab and the Chinese mitten crab, the latter of which has invaded California and is said to be heading north.","Whipple, Monica;Yamada, Sylvia",ORESU-G-04-008,ORESU-G-04-008,M/A-20,"advisory/extens​ion reports; fact sheets, posters",2004,Oregon Sea Grant,Selected Crabs of Oregon and Washington Identification Guide,NA,NA,NA,NA,NA,OSU Sea Grant College Program,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5967975_507_2813521.csv,1,"Fifteen shark species make their home off the coast of Oregon during at least some part of each year. And you can get as close to them as you want with this colorful 24 x 36"" poster. Some of those featured: the sixgill shark, with its electric green eyes; the sand-loving Pacific angel shark; the sluggish Pacific sleeper shark, which catches faster prey by ambushing it; the salmon shark, which uses a different technique, running down its favorite prey (salmon, of course) in high-speed chases; the common thresher, which uses its long tail to herd and stun its prey. The watercolor illustrations were done by wildlife illustrator Duane Raver.","Raver, Duane",ORESU-G-04-009,ORESU-G-04-009,M/A-20,"advisory/extens​ion reports; fact sheets, posters",2004,Oregon Sea Grant,"Sharks of Oregon (24"" X 36"" poster)","See oversize map cabinet for poster. A digital does not appear to be available. For the brochure, see ORESU-G-04-010.",NA,NA,NA,NA,OSU Sea Grant College Program,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5968006_2062_2815076.csv,5,"In this study, the authors investigated the effect of variations in sample composition on the penetration depth of light in the 700-1100 nm wavelength range. Previous studies conducted by these investigators involved the determination of lipid and salt content in live fish and seafood products by near-infrared spectroscopy. The need to determine the effect of sample composition on light penetration evolved from these studies. Cod tissue was selected because of its virtual fat-free nature. Initial results indicate that neither lipid content nor salt concentrations affect light penetration, which assures that comparable bulk portions of samples may be analyzed regardless of the composition.","Nord, Steven P.;DuBreuil, Rebecca;Cavinato, Anna G.;Mayes, David M.;Lin, Mengshi;Rasco, Barbara",ORESU-R-02-014,ORESU-R-02-014,R/SF-26-PD; R/SAQ-05,reprints (peer-reviewed),2002,Oregon Sea Grant,Penetration depth studies in cod tissue using short- wave near infrared spectroscopy,NA,NA,"""Eastern Oregon Science Journal,"" XVII:37-41, 2002.",NA,NA,NA,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5968105_2063_2815077.csv,6,"The acquisition of a non-invasive means to qualitatively determine gender and level of maturation in young salmonids is of increasing interest to hatcheries and those working to preserve salmon runs. Short-​wavelength near-infrared (NIR) spectroscopy has been widely applied in the food industry and shows potential for application in biological systems. Experimental evidence confirms that NIR light can penetrate through the skin, scales, and muscle in the ventral region of the fish and reach the gonadal tissue. Also, distinct gonadal signal features were found that distinguish egg tissue from testis tissue. Results of Soft Independent Modeling of Class Analogy and Principal Component Analysis employed to analyze spectra demonstrate that a sound classification of gender and maturation can be achieved.","Hampton, Krischele A.;Cavinato, Anna G.;Mayes, David M.;Boe, Steve J.;Hoffnagle, Timothy L.",ORESU-R-02-015,ORESU-R-02-015,R/SF-26-PD;R/SAQ-05,reprints (peer-reviewed),2002,Oregon Sea Grant,"Near infrared spectroscopic classification of gender and maturity in Chinook salmon (""Oncorhynchus tshawytscha"")",NA,NA,"""Eastern Oregon Science Journal,"" XVII:31-36, 2002.",NA,NA,NA,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5968169_2064_2815078.csv,20,"Pacific whiting ""Merluccius productus"" in the Pacific Northwest is primarily used for surimi manufacturing. Conventional surimi processing, which requires extensive washing and dewatering, yields only about 25 percent of whole fish. This study was conducted to better understand biochemical changes of fish muscle proteins as affected by novel surimi process, acid- or alkali-aided solubilization. Objectives were to evaluate the biochemical characteristics of Pacific whiting muscle proteins soluble at various pH conditions and at low and high ionic strength levels, as well as to further investigate the conformational changes and protein patterns.","Thawornchinsomb​ut, Supawan;Park, Jae W.",ORESU-R-04-006,ORESU-R-04-006,R/SF-24,reprints (peer-reviewed),2004,Oregon Sea Grant,Role of pH in solubility and conformational changes of Pacific whiting muscle proteins,NA,NA,"""Journal of Food Biochemistry,"" 28:135-154, 2004.",NA,NA,NA,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5968203_963_2813977.csv,12,"The standing stocks of ciliates and phytoplankton together with physical variables (temperature and density) were measured biweekly for one year in the marine-​dominated region of the South Slough of the Coos Bay estuary, Oregon. The abundance and biomass of naked ciliates correlated significantly with ultraphytoplank​ton (phytoplankton less than 5 micrometers) biomass throughout the sampling periods and with total phytoplankton biomass between October and March. Temperature could explain 49 percent of the variation of ultraphytoplank​ton and naked ciliate biomass across seasons and may be important in determining the rate of the ciliate numerical response to increases in ultraphytoplank​ton and its assimilation into ciliate biomass. High standing stocks of ciliates, their strong coupling with ultraphytoplank​ton across seasons, and the relatively higher contribution of ciliate carbon to the ciliate and larger phytoplankton carbon pool in the October-March period suggest that ciliates are a significant component to the South Slough food web and may be particularly important during seasons of reduced phytoplankton biomass.","Cowlishaw, Richard J.",ORESU-R-04-007,ORESU-R-04-007,R/ECO-09-PD; R/ECO-12,reprints (peer-reviewed),2004,Oregon Sea Grant,"Seasonal coupling between ciliate and phytoplankton standing stocks in the South Slough of Coos Bay, Oregon",NA,NA,"""Estuaries,"" 27(3):539-550, June 2004.",NA,NA,NA,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5968237_3024_2816038.csv,12,"Black rockfish ""Sebastes melanops"", like most other rockfish, are long-lived, moderately fecund livebearers with long reproductive life spans. Although their longevity and low rate of natural mortality is presumed to be an adaptation to allow successful reproduction over their lifespan despite long periods between favorable environmental conditions, it also makes them more susceptible to overexploitatio​n. The objective of the research presented in this paper is twofold. First, the authors describe the basic reproductive life history of black rockfish, with an emphasis on the ovarian developmental cycle and maturity schedule. Second, they investigate age-specific fecundity and temporal patterns in parturition and discuss their effect on reproductive success in a population undergoing truncation of the upper end of its age distribution.","Bobko, Stephen J.;Berkeley, Steven A.",ORESU-R-04-008,ORESU-R-04-008,R/OPF-46,reprints (peer-reviewed),2004,Oregon Sea Grant,"Maturity, ovarian cycle, fecundity, and age-specific parturition of black rockfish (""Sebastes melanops"")",NA,NA,"""Fishery Bulletin,"" 102:418-429, 2004.",NA,NA,NA,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5968748_2584_2815598.csv,13,"The Salmon River estuary, Oregon, offers a unique opportunity to simultaneously evaluate several estuarine restoration projects and the response of the marsh community while making comparisons with a concurring undiked portion of the estuary. Dikes installed in three locations in the estuary during the early 1960s were removed in 1978, 1987, and 1996, creating a 'space-for-time substitution' chronosequence. The development states of the three recovering marshes helped researchers determine a trajectory of estuarine recovery over 23 years and to make comparisons with the reference marsh. Here they assess the rate and pattern of juvenile salmon habitat development in terms of fish density, available prey resources, and diet composition of wild juvenile ""Oncorhynchus tshawytscha"" (chinook salmon).","Gray, Ayesha;Simenstad, Charles A.;Bottom, Daniel L.;Cornwell, Trevan J.",WASHU-R-02-020,WSG-TA 03-12,R/ES-29,reprints (peer-reviewed),2002,Washington Sea Grant,"Contrasting functional performance of juvenile salmon habitat in recovering wetlands of the Salmon River Estuary, Oregon, U.S.A",NA,NA,"""Restoration Ecology,"" 10(3):514-526, September 2002.",NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/5969536_3945_2816959.csv,2,NA,"Bidwell, Ryan",WASHU-X-03-003,WSG-TH 03-04,A/PC-5,theses/disserta​tions,2003,Washington Sea Grant,Watershed councils and the Oregon plan: an analysis of watershed planning processes,NA,NA,NA,NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/5970185_521_2813535.csv,960,"At its 17th International Conference held in 2000, the Coastal Society took stock of past successes in coastal and ocean management and looked ahead to challenges of the new century. Four prominent themes of the meeting were (1) Integrating Ocean and Coastal Management, (2) Protecting and Restoring Coastal Ecosystems, (3) Revitalizing Urban Coasts and Waterfronts, and (4) Reducing Vulnerability to Coastal Hazards. Sub-themes included: new technologies in resource management; the concept of 'essential fish habitat'; sustainability in hazard mitigation; creative solutions to perennial problems in ecosystems management; economics in coastal management; the concept of 'marine protected areas'; promoting 'smart growth'; and many more. Over 100 papers are compiled on this CD-ROM.","Good, James W. (Conference Co-chair);Hout, Eldon (Conference Co-chair);Jodice, Laurie (Conference Coord.)",ORESU-C-00-002,ORESU-C-00-002,NA,"computer software, CD-Roms",2000,Oregon Sea Grant,Coasts at the Millennium (CD-ROM): The Coastal Society 17th International Conference,Same as the document: TCS-C-00-001,NA,"The Coastal Society 17th International Conference, proceedings: Coasts at the Millennium, Portland, Oregon, July 9-12, 2000",NA,NA,The Coastal Society; OSU Oregon Sea Grant,NOAA Sea Grant
/Users/thalassa/github/nsgl/itemRecords-or-csv/5970337_2583_2815597.csv,22,"Upon listing of several Pacific Northwest populations of salmon under the Endangered Species Act, a considerable amount of political attention, funding, and human resources have been devoted to collaborative watershed planning throughout the region. Increasingly, such partnerships are initiated through legislation and agency directives. For this report, the authors gathered data on 35 watershed partnerships in Washington and Oregon to examine how they implement policy objectives and how they are creating or modifying institutions for planning and implementation. The challenges of the collaborative process itself, participation, implementation, and capacity all suggest potential design or programmatic changes. This study underscores the important relationships between policy design and implementation via the development and evolution of collaborative institutions that subsequently become the linchpins for effective policy formulation and implementation. Despite devolution of some responsibility, states may be required to play a larger and more sustained role in fostering the development of local institutions capable of overcoming the challenges described.","Ryan, Clare M.;Bidwell, Ryan D.",WASHU-R-04-003,WSG-PS 04-02,R/MS-49,reprints (not peer-reviewed),2004,Washington Sea Grant,Collaborative watershed planning: considering the effects of policy design on implementation,NA,NA,"""Western Political Science Association 2004 Annual Meeting,"" Portland, Oregon, March 11-13, 2004.",NA,NA,NA,NA
/Users/thalassa/github/nsgl/itemRecords-or-csv/5970865_964_2813978.csv,2,The author presents a fairly simple plan for building a home crab cooker those guards against a hot outer surface. The design utilizes steel and a propane furnace burner. A drawing is provided. Some skill in acetylene or arc welding is called for.,"Hilderbrand, Kenneth S. Jr.",ORESU-G-03-016,ORESU-G-03-016,A/ESG-2,"advisory/extens​ion reports; fact sheets, posters",2003,Oregon Sea Grant,Building a Small Crab Cooker for Home Use (revised),NA,NA,NA,NA,NA,Oregon State University Sea Grant Program,NOAA Sea Grant No. NA89AA-D-SG108
/Users/thalassa/github/nsgl/itemRecords-or-csv/5974337_965_2813979.csv,16,"The development of ports in the United States in several instances predates the founding of the Nation. At one time, ports were the primary reason for establishing inland and coastal communities. Today, ports not only play important roles in the development of waterborne commerce but they're also strategic actors in the economic development efforts of a number of States. This publication provides an overview of what the smaller ports do, how they're financed, and how they're governed.","Smith, Frederick J.",ORESU-G-93-003,EM 8409; ORESU-G-93-003,NA,"advisory/extens​ion reports; fact sheets, posters",1993,Oregon Sea Grant,"Your Port: Activities, Finance, and Governance",NA,NA,NA,NA,NA,"Oregon State University Extension Service, Sea Grant",NOAA Sea Grant
/Users/thalassa/github/nsgl/itemRecords-or-csv/5976101_966_2813980.csv,4,"If you buy albacore directly off the dock, you should know how to judge its quality. Top-quality tuna is a result of extra care on the part of the fisherman, and often is worth paying for. This fact sheet offers tips to off-the-dock buyers: how to spot high-quality whole albacore; how quality relates to the way you intend to use the fish; what you need to know about fresh and frozen tuna.","Hilderbrand, K. S. Jr.",ORESU-G-04-007,ORESU-G-04-007,A/ESG-5; A/ESG-4,"advisory/extens​ion reports; fact sheets, posters",2004,Oregon Sea Grant,Albacore Tuna: A Quality Guide for Off-the-Dock Purchasers,NA,NA,NA,NA,NA,OSU Sea Grant College Program,NOAA Sea Grant No. NA16RG1039
/Users/thalassa/github/nsgl/itemRecords-or-csv/5976122_336_2813350.csv,6,"Worldwide, there are more than 400 species of sharks. Fifteen of them inhabit the waters off the Oregon coast at least part of each year. This new color brochure contains illustrations and descriptions of each species, focusing on size, distinguishing characteristics​, and usual habitats. It also offers tips for avoiding shark attacks.","Raver, Duane;Whipple, Monica",ORESU-G-04-010,ORESU-G-04-010,M/A-20,"advisory/extens​ion reports; fact sheets, posters",2004,Oregon Sea Grant,Sharks of Oregon (brochure),This brochure is advertises the Sharks of Oregon poster (See ORESU-G-04-009),NA,NA,"Ridlington, Sandy",NA,OSU Sea Grant,NOAA Sea Grant
/Users/thalassa/github/nsgl/itemRecords-or-csv/5976145_2065_2815079.csv,7,"Bromoperoxidase is an enzyme found in marine macroalgae that catalyzes the bromination of organic substrates. The first objective of this work is to demonstrate that the macrophytic marine red alga ""Ochtodes secundiramea"" microplantlets can be cultivated as a liquid suspension in a bubble-column photobioreactor​. The second objective is to show that bromoperoxidase is present in ""O. secundiramea"" microplantlets. The third objective is to profile the specific bromoperoxidase activity in the ""O. secundiramea"" microplantlets during the exponential and stationary phases of growth within a bubble-column photobioreactor​.","Rorrer, Gregory L.;Tucker, Mary P.;Cheney, Donald P.;Maliakal, Sanjiv",ORESU-R-01-012,ORESU-R-01-012,R/BT-08,reprints (peer-reviewed),2001,Oregon Sea Grant,"Bromoperoxidase activity in microplantlet suspension cultures of the macrophytic red alga ""Ochtodes secundiramea.""",NA,NA,"""Biotechnology and Bioengineering,​"" 74(5):389-395, September 5, 2001.",NA,NA,NA,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5976183_2066_2815080.csv,10,"The tropical red alga ""Ochtodes secundiramea"" is an excellent model system for the study of halogenated monoterpene production. The primary objective of this study was to profile the spectrum of halogenated monoterpenes produced in an ""O. secundiramea"" laboratory culture system and explore the factors that influence the halogenated monoterpene product composition, focusing on nitrate availability. Toward this end, the investigators had to first establish a sustainable plantlet suspension culture system and determine the optimal culture conditions for its growth.","Maliakal, Sanjiv;Cheney, Donald P.;Rorrer, Gregory L.",ORESU-R-01-013,ORESU-R-01-013,R/BT-08,reprints (peer-reviewed),2001,Oregon Sea Grant,"Halogenated monoterpene production in regenerated plantlet cultures of ""Ochtodes secundiramea"" (""Rhodophyta, cryptonemiales""​)",NA,NA,"""Journal of Phycology,"" 37:1010-1019, 2001.",NA,NA,NA,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5976208_2067_2815081.csv,10,"The optimal temperature and illumination photoperiod requirements for the phototrophic growth of a novel microplantlet suspension culture derived from the macrophytic marine red alga ""Agardhiella subulata"" were determined. Researchers first studied the short- and long- term effects of temperature on the photosynthetic oxygen evolution rate of the microplantlets suspension culture. They also studied the effect of diurnal photoperiod on biomass production in a bubble-column photobioreactor​, and developed a simple mathematical model to predict the effect of photoperiod on biomass production under resource- saturated conditions.","Huang, Yao-ming;Rorrer, Gregory L.",ORESU-R-02-016,ORESU-R-02-016,R/BT-08,reprints (peer-reviewed),2002,Oregon Sea Grant,"Optimal temperature and photoperiod for the cultivation of ""Agardhiella subulata"" microplantlets in a bubble-column photobioreactor",NA,NA,"""Biotechnology and Bioengineering,​"" 79(2):135-144, July 20, 2002.",NA,NA,NA,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5976231_2068_2815082.csv,8,"In this paper, the authors describe the isolation and characterizatio​n of a myrcene synthase from cultured plantlets of the red alga ""Ochtodes secundiramea"". The conversion of the monoterpene precursor geranyl diphosphate to myrcene represents the first in vitro demonstration of a monoterpene synthase from any marine source and provides a basis with which to further explore the biosynthesis of halogenated monoterpenes.","Wise, Mitchell L.;Rorrer, Gregory L.;Polzin, Jason J.;Croteau, Rodney",ORESU-R-02-017,ORESU-R-02-017,R/BT-08,reprints (peer-reviewed),2002,Oregon Sea Grant,"Biosynthesis of marine natural products: isolation and characterizatio​n of a myrcene synthase from cultured tissues of the marine red alga ""Ochtodes secundiramea.""",NA,NA,"""Archives of Biochemistry and Biophysics,"" 400(1):125- 132, April 1, 2002.",NA,NA,NA,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5976280_3025_2816039.csv,10,"Recently, researchers developed reliable routes for establishing phototrophic cell and tissue cultures derived from macrophytic marine red algae using callus induction and somoclonal regeneration techniques, focusing on ""Agardhiella subulata"" as the model plant. They determined that the regenerated microplantlet suspension culture system was well suited for bioprocess development. In this study, ""A. subulata"" microplantlets were cultivated in a bubble-column photobioreactor under liquid medium perfusion. Potential limiting factors on biomass productivity, including macronutrient (N, P) delivery, carbon dioxide transfer, light transfer, and the friability of the plantlet tissues in aerated suspension were addressed. The study also measured the oxygen evolution rate, a real-time measure of photosynthesis leading to algal biomass production. A new photobioreactor growth model was developed to predict the biomass growth curve from the specific oxygen evolution rate vs time profile.","Huang, Yao-ming;Rorrer, Gregory L.",ORESU-R-02-018,ORESU-R-02-018,R/BT-08,reprints (peer-reviewed),2002,Oregon Sea Grant,"Dynamics of oxygen evolution and biomass production during cultivation of ""Agardhiella subulata"" microplantlets in a bubble-column photobioreactor under medium perfusion",NA,NA,"""Biotechnology Progress,"" 18(1):62-71, 2002.",NA,NA,NA,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5976303_1243_2814257.csv,5,"This report demonstrates the application of a new PCR assay to detect and differentiate human and ruminant sources of fecal pollution in natural water samples. The authors tested samples collected from Tillamook Bay, Oregon, which has a long history of fecal pollution levels that exceed acceptable standards. The most likely sources are from dairy operations and ineffective sewage treatment. Using a suite of three PCR primer pairs specific for human or ruminant bacterial 16S ribosomal DNA markers, they detected at least one marker in 17 of 22 samples. Nine out of 11 sites classified as either urban or near a sewage point source were positive for the human marker while only five of these same sites were positive for ruminant markers. Conversely, 12 out of 21 sites classified as rural or agricultural were positive for ruminant markers, while only six of these sites were positive for human pollution. This suite of host-specific genetic markers holds promise for identifying non-point source fecal pollution in coastal waters.","Bernhard, Anne E.;Goyard, Thierry;Simonich, Michael T.;Field, Katharine G.",ORESU-R-03-014,ORESU-R-03-014,R/ECO-04,reprints (peer-reviewed),2003,Oregon Sea Grant,Application of a rapid method for identifying fecal pollution sources in a multi-use estuary,NA,NA,"""Water Research,"" 37:909-913, 2003.",NA,NA,NA,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5976352_3026_2816040.csv,14,"Biomass and halogenated monoterpene production by regenerated microplantlet suspension cultures derived from the red alga ""Ochtodes secundiramea"" were studied within a perfusion airlift photobioreactor​. The first objective of the study was to explore the effect of nutrient delivery rate on biomass productivity. The second objective was to identify all of the monoterpenes and halogenated monoterpenes within the cell biomass. The third objective was to profile halogenated monoterpene yield vs time profiles at low and high rates of nutrient delivery during perfusion cultivation.","Polzin, Jason P.;Rorrer, Gregory L.",ORESU-R-03-015,ORESU-R-03-015,R/BT-08,reprints (peer-reviewed),2003,Oregon Sea Grant,"Halogenated monoterpene production by microplantlets of the marine red alga ""Ochtodes secundiramea"" within an airlift photobioreactor under nutrient medium perfusion",NA,NA,"""Biotechnology and Bioengineering,​"" 82(4):415-428, 2003.",NA,NA,NA,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5976385_2069_2815083.csv,10,"This work continues the authors' bioprocess engineering analysis of ""Agardhiella"" microplantlet cultivation. They report that their stirred tank bioreactor is a suitable configuration for long-term cultivation of ""Agardhiella"" microplantlets. However, biomass production at high plantlet density can be limited by the carbon dioxide input associated with the aeration gas.","Huang, Yao-ming;Rorrer, Gregory L.",ORESU-R-03-016,ORESU-R-03-016,R/BT-08,reprints (peer-reviewed),2003,Oregon Sea Grant,"Cultivation of microplantlets derived from the marine red alga ""Agardhiella subulata"" in a stirred tank photobioreactor",NA,NA,"""Biotechnology Progress,"" 19(2):418-427, 2003.",NA,NA,NA,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5976408_3027_2816041.csv,9,"The overall objective of this study was to compare the halogenated monoterpenes produced by microplantlets of the red algae ""Ochtodes secundiramea"" and ""Portieria hornemannii"" that were cultured within a photobioreactor under identical conditions. Toward this end, the dominant cyclic halogenated monoterpene produced by both organisms in bioreactor culture was isolated and characterized. Furthermore, the yields of the dominant acyclic and cyclic halogenated monoterpenes shared by microplantlets of ""O. secundiramea"" and ""P. hornemannii"" were compared. Finally, a biogenic scheme for halogenated monoterpenes by cultured microplantlets was proposed that contained pathways shared by both organisms as well as pathways unique to each organism.","Barahona, Luis F.;Rorrer, Gregory L.",ORESU-R-03-017,ORESU-R-03-017,R/BT-08,reprints (peer-reviewed),2003,Oregon Sea Grant,"Isolation of halogenated monoterpenes from bioreactor- cultured microplantlets of the macrophytic red algae, ""Ochtodes secundiramea"" and ""Portieria hornemannii.""",NA,NA,"""Journal of Natural Products,"" 66:743-751, 2003.",NA,NA,NA,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5976442_3028_2816042.csv,11,"The goal of this study was to perform a metabolic flux analysis on halogenated monoterpene biosynthesis within ""Ochtodes secundiramea"" microplantlets. To accomplish this, the authors developed a 'bromine free' cell line of ""O. secundiramea"" microplantlets where halogenation was temporarily disabled but myrcene biosynthesis was still enabled. This cell line was cultivated within an airlift photobioreactor under nutrient medium perfusion. Halogenated monoterpene biosynthesis was turned on by adding bromide and vanadate (a bromoperoxidase co-factor) to the perfusion medium. From these experiments, they determined the effects of bromide and vanadate delivery on the metabolic flux of each metabolite within the bioreaction network.","Polzin, Jason J.;Rorrer, Gregory L.;Cheney, Donald P.",ORESU-R-03-018,ORESU-R-03-018,R/BT-08,reprints (peer-reviewed),2003,Oregon Sea Grant,"Metabolic flux analysis of halogenated monoterpene biosynthesis in microplantlets of the macrophytic red alga ""Ochtodes secundiramea.""",NA,NA,"""Biomolecular Engineering,"" 20:205-215, 2003.",NA,NA,NA,NOAA SEA GRANT
/Users/thalassa/github/nsgl/itemRecords-or-csv/5976467_3029_2816043.csv,7,"Marine protected areas (MPAs) necessarily involve human behavior and institutions, but these components are often overlooked. Social and economic elements permeate all stages of MPA development: the design, site selection, implementation, monitoring, and enforcement. This paper presents an overview of seven key economic elements of MPAs: economic uncertainty, design processes, distributional effects, institutional placement, economic impacts, management costs, and enforcement costs. The author assesses the extent to which these elements are receiving explicit consideration in current practice and the degree to which they are contributing to controversy in MPA implementation.","Hanna, Susan",ORESU-R-04-009,ORESU-R-04-009,R/RCF-10,reprints (not peer-reviewed),2004,Oregon Sea Grant,The economics of protected areas in marine fisheries management: an overview of the issues,NA,NA,"""American Fisheries Society Symposium,"" 42:259-265, 2004.",NA,NA,NA,NOAA SEA GRANT
